Chromosome	Start	Stop	Target	Strand	Sattelite	Locus
chr1	136971826	136972281	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136974070	136974525	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136976908	136977363	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136979152	136979607	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136980927	136981382	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136982235	136982690	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136983543	136983998	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136984851	136985306	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136986159	136986614	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136987467	136987922	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136988775	136989230	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136990083	136990538	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136991836	136992291	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136993612	136994067	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136995388	136995843	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136997164	136997619	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	136998940	136999395	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137000716	137001171	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137002492	137002947	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137004737	137005192	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137006513	137006968	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137008289	137008744	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137010066	137010521	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137011842	137012297	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137013150	137013605	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137014926	137015381	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137016234	137016689	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137018406	137018861	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137020182	137020637	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137021958	137022413	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137023734	137024189	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137025484	137025939	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137027260	137027715	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137029033	137029488	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137031716	137032171	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137033934	137034389	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137036620	137037075	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137038395	137038850	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137039703	137040158	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137041479	137041934	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137043255	137043710	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137044563	137045018	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137045800	137046255	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137047082	137047537	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137049447	137049902	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137051223	137051678	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137052531	137052986	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137053839	137054294	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137055605	137056060	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137056939	137057394	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137058247	137058702	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137060013	137060468	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137061347	137061802	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137062655	137063110	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137064421	137064876	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137066344	137066799	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137068119	137068574	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137069894	137070349	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137071670	137072125	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137073593	137074048	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137074901	137075356	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137076677	137077132	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137078600	137079055	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137079908	137080363	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137081216	137081671	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137082969	137083424	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137084745	137085200	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137086053	137086508	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137087819	137088274	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137089742	137090197	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137091517	137091972	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137092825	137093280	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137094601	137095056	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137096524	137096979	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137098447	137098902	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137100370	137100825	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137101678	137102133	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137103454	137103909	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137105230	137105685	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137106538	137106993	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137107775	137108230	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137109542	137109996	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137111464	137111919	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137113239	137113694	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137114406	137114731	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137115015	137115470	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137116790	137117245	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137118566	137119021	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137120489	137120944	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137121797	137122252	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137123573	137124028	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137124858	137125313	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137126634	137127089	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137128557	137129012	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137130775	137131230	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137132490	137132931	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137134228	137134683	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137137407	137137862	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137140587	137141039	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137142363	137142818	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137144139	137144594	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137145915	137146368	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137147689	137148144	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137149465	137149920	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137151241	137151696	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137153017	137153472	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137154793	137155246	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137156567	137157022	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137158343	137158798	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137160119	137160574	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137161895	137162350	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137163671	137164126	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137166510	137166965	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137169349	137169804	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137172188	137172643	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137173960	137174415	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137177455	137177910	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137179205	137179660	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137182044	137182499	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137183820	137184275	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137185597	137186052	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137187373	137187828	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137189149	137189604	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137190925	137191380	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137192701	137193156	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137195514	137195969	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137198353	137198808	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137201192	137201647	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137202969	137203424	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137204745	137205200	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137206521	137206976	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137208297	137208752	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137210073	137210528	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137211850	137212305	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137213626	137214081	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137215402	137215857	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137217178	137217633	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137218955	137219410	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137220731	137221186	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137222507	137222962	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137224283	137224738	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137226059	137226514	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137227836	137228291	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137229612	137230067	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137231389	137231844	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137233165	137233620	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137234942	137235396	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137236249	137236704	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137237956	137238411	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137239238	137239693	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137240945	137241400	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137242227	137242682	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137242468	137242898	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137244222	137244677	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137245975	137246430	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137247728	137248183	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137249504	137249959	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137251280	137251735	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137253056	137253511	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137254833	137255288	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137256609	137257064	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137257917	137258372	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137259693	137260148	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137261027	137261482	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137262335	137262790	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137264101	137264556	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137265435	137265890	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137266743	137267198	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137268509	137268964	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137270432	137270887	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137271740	137272195	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137273516	137273971	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137275439	137275894	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137276747	137277202	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137278055	137278510	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137279831	137280286	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137281607	137282062	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137282915	137283370	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137284619	137285074	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137286395	137286850	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137288318	137288773	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137289626	137290081	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137291402	137291857	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137293117	137293558	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137294855	137295310	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137298035	137298487	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137299811	137300266	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137301587	137302040	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137303361	137303816	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137305137	137305592	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137306913	137307368	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137308689	137309144	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137310465	137310920	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137313304	137313759	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137316139	137316594	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137318571	137319026	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137321410	137321865	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137323160	137323615	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137325999	137326454	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137327775	137328230	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137329552	137330007	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137331328	137331783	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137333104	137333559	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137335943	137336398	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137337719	137338174	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137340532	137340987	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137343371	137343826	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137346210	137346665	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137349049	137349504	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137350826	137351281	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137352602	137353057	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137354378	137354833	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137356154	137356609	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137357930	137358385	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137359706	137360161	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137361482	137361937	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137363259	137363714	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137365035	137365490	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137366812	137367267	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137368588	137369043	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137370365	137370820	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137372141	137372596	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137373918	137374373	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137375694	137376149	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137377471	137377926	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137379247	137379702	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137381024	137381479	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137382800	137383255	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137384577	137385032	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137386353	137386808	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137388129	137388584	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137389906	137390361	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137391682	137392137	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137393458	137393913	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137395235	137395690	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137397011	137397466	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137397252	137397682	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137399006	137399461	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137400759	137401214	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137402512	137402967	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137404265	137404720	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137406018	137406473	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137407794	137408249	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137409570	137410023	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137411344	137411797	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137413118	137413573	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137414894	137415349	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137416670	137417123	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137418444	137418899	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137420220	137420674	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137421995	137422450	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137423277	137423732	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137424984	137425439	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137426266	137426721	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137426507	137426937	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137428261	137428716	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137428502	137428932	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137430256	137430711	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137432009	137432464	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137433785	137434240	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137435561	137436016	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137437337	137437790	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137439111	137439566	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137440913	137441368	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137442689	137443142	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137444463	137444916	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137446237	137446692	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137448013	137448466	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137449787	137450240	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137451561	137452014	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137453335	137453790	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137455111	137455566	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	137456887	137457342	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
